내용링크,이름,카테고리,브랜드,브랜드_한글,성별,평점,리뷰수,태그,좋아요 수,조회수,구매수,인기 나이,인기 성별,가격,리뷰1,리뷰2,리뷰3,리뷰4,리뷰5,리뷰6,리뷰7,리뷰8,리뷰9,리뷰10
https://www.musinsa.com/app/goods/3111856?loc=goods_rank,"
pearl t-shirt(black)002
",반소매 티셔츠,ODDPEARL,(오드펄),"남
여",4.8,후기 76개 보기,#티셔츠#그래픽티셔츠#반팔티셔츠#로고티셔츠#오버핏#반팔티#반팔,517,6.4천 회 이상,750개 이상,24~33,남성,"30,511 ~ 33,200원",검은색컬러로 무난하게 입을수있어서 자주 입습니다,색깔만 다르게 두개 구매했어요~~ 안에 티셔츠 받쳐 입고 있었는데도 그닥 덥지 않아용,"제 키에 기장 딱 떨어져서 좋아요
세탁해서 입었는데도 거의 안줄어들고 좋습니다",여기 똑같은거 흰색 구입했는데 맘에 들어서 검정도 구입 했어요. 그냥 깔끔하게 입기에 좋은 티인 것 같슴당,길 나오는 요즘 프리사이즈 티셔츠에 비해서 짧게 나와서 너무 마음에 들어요. 그리고 오드펄 특유의 쫀쫀한 옷감이 좋습니다.,오버핏이라 넉넉하게 잘 맞고 무난하니 예쁩니다~,이번 여름 인생 반팔을 찾았습니다 로고랑 디자인이 너무 이쁘고 옷재질도 튼튼해 보입니다 가격대비 합리적이라 자주 이용할 것 같습니다. 다만 세탁할때 물빠짐이 있으니 조금 조심하시길 바랍니다.,소재가 너무 편하고 로고가 이쁘고 핏도 잘나옴 추천이요,오드펄 흰색 샀다가 너무좋아서 검은색도 지름요 적당히 얇아서 좋어요 프린팅도 무난,프린팅도 적당하고 핏도 좋아서 많이 입고 다녀요
https://www.musinsa.com/app/goods/1842348?loc=goods_rank,"
BUTTER CREAM KNIT HALF SHIRTS
",니트/스웨터,MAISON MINED,(메종미네드),남,4.8,"후기 3,739개 보기",#카라니트,"23,491",1.9만 회 이상,4.5천 개 이상,19~28,남성,"59,400원",아주 예뻐요 다만 안에가 다 비쳐서 뭔가.. 놀러가서 입어야할것같아요 ㅎㅎ,팔부분이 입을수록 느슨해져서 접어입었어요. 디자인은 보이는대로 이뻐요 :),"(현 후기 작성에 대해서는 퇴근 후 후기 작성 만을 위해 오리지널 그대로 작성하는 거이기에 감안하고 봐주시면 감사하겠습니다.
품질 자체는 만족스러우며 괜찮습니다.)",예쁘고 사이즈도 딱맞고 데일리로 아주좋은거같아요,밑단이 길어서 빼입기는 힘들고 넣어 입으면 딱 이쁘고 시원하이 좋습니다,"넣입이 깔끔합니다. 빼고 입어도 기장이 많이 길지는 않네요.
단점은 옷이 좀 무겁고, 팔소매가 너무 좁은편이네요. 이두삼두 크면 완전쪼임. 계속입으면 늘어날지는 두고봐야 겠네요.",생각보다 두껍고 잘비치긴합니다 그래도 이쁘긴해서 강추합니다,"옷은 예뻐요.
문제는 늘어남인데, 5월에 구매해서 드라이하고 두 번 입었는데 이상하게 늘어난 것 같아서 재보니 기장이 15센치나 늘어났어요
린스에 담궈서 복원한다고 했는데 그래도 기장이 75센치라 너무 기네요. 무게감이 있다보니 잘 늘어나는 것 같아요. 아쉽습니다.",연청 바지나 체형이 마르신 분들이라면 사이즈 업해서 카펜터팬츠에 입어도 좋을 거 같고 인어웨어를 입지 않아도 바스트포인트가 나오는게 덜 하여 인어웨어 입기 힘등어하시는 분들에게도 추천드립니다ㅎ,옷이 예쁘고 특이해서 종종 입을듯하네용 좋습니다
https://www.musinsa.com/app/goods/3350937?loc=goods_rank,"
8/16 배송 
컬리지 스트라이프 링거 티_브라운
COLLEGE STRIPE RINGER TEE_BROWN
",반소매 티셔츠,PARTIMENTO WOMEN,(파르티멘토 우먼),여,5,후기 34개 보기,#반팔티셔츠#여름티셔츠#반팔티#반팔#티셔츠#크롭#로고티셔츠,"2,140",1.7만 회 이상,300개 이상,19~28,여성,"23,724 ~ 27,300원",자주 입는 청바지랑 입으니까 찰떡쿵야네요🤩 핏 진짜 예쁘고…최곱니다…,배송 겁나 빨ㄹㅣ 오네요)))♥ 핏도 이쁘고 재질도 넘 맘에 들어요 스판끼도 짱짱하니 좋고 팔뚝살 잘 가려줍니다요~ 허리도 잘록하게 보이게 해주는듯! 길이감도 너무 짧거나 너무 길거나 하지않고 적당히 부담가지 않는 길이라 넘 좋아용,색감도 예쁘고 원단도 여름에 입기에 너무 좋은 재질이에요! 진짜 너무 마음에 들어서 다른 색들도 시티고 싶어요 ㅠ,없음,없음,없음,없음,없음,없음,없음
https://www.musinsa.com/app/goods/3117056?loc=goods_rank,"
[Mmlg] SIGNS HF-T (EVERY WHITE)
",반소매 티셔츠,MMLG,(엠엠엘지),"남
여",4.8,후기 305개 보기,#로고티셔츠#반팔#여름반팔티#반팔티추천#반팔티셔츠#티셔츠#반팔티,"6,378",1.5만 회 이상,1.8천 개 이상,24~28,여성,"24,079 ~ 29,400원",엠엠엘지 반팔 질이 좋아서 항상 만족해요 프린팅 색감도 예쁘고 자주 입어요,덩치크고 슬림핏으로 입고 싶어서 s 주문햤는데 기장이랑 어깨 핏 딱 마음에 듭니다 로고 색감이랑 재질이 진짜 귀여워요,"얇고 디자인도 예쁜데 넥라인이 너무 쭈글쭈글해요.
한 번 교환했는데도 조금 나아졌지만 쭈글하긴 하더라구요.
그 점이 좀 아쉽고 예뻐서 잘 입긴 합니다.","옷 소재자체가 너무좋고 스타일도 나와서 좋습니다.
완전추천드립니다.
그리고 색감도 너무 이쁘네요","가격에 비해 옷이 튼튼해서 만족합니다!
그리고 생각보다 목부분이 좁아요. 얼굴 넣을때 좀 낑겨요","무난한 흰티셔츠이고 핑크색 패치가 있어서 귀여워요
엠엠엘지는 목 쪽이 타이트한편 (쪼이진 않음)","굿굿 추천해요~
저렴한 가격에 잘 샀습니다!
여름마다 엠엠엘지에서 티셔츠 구입하는데 항상 맘에 들어요
사이즈도 잘 맞고 품질도 좋구요👍🏻
다음에 또 살게요~","소재고 좋고 박음질 디테일도 좋고 나염도 예쁩니다
근데 넥라인 진짜진짜 너무 별로예요.
사진처럼 우글우글하게 모양 잡혀서 너무 안예뻐요ㅜㅜ
같이 산 다른 티도 그래요.
박음질이던 패턴이던 뭔진 모르지만 시정하셔야 한다고 생각합니다.",핑크색 너무너무귀엽고ㅠ로고가 흔한 디자인이 아니여서 더 예뻐여,빨고나니 목부분이 쭈글해졌지만 그래도 참 예쁜 옷이랍니당!!
https://www.musinsa.com/app/goods/1951474?loc=goods_rank,"
시티보이 보트자수 옥스포드 오버핏 반팔셔츠 (SKY BLUE)
CITYBOY BOAT OXFORD OVERFIT SHIRT (SKY BLUE)
",셔츠/블라우스,TRILLION,(트릴리온),"남
여",4.8,"후기 1,552개 보기",#반팔#남방#셔츠자켓#카라#슬리브#여름셔츠#시티보이셔츠,"11,798",2만 회 이상,3.7천 개 이상,19~28,남성,"30,303 ~ 37,000원",살짝크지만 오버핏으로 괜찮아요..편하고좋네요,남친 선물로 사줬는데 생각보다 크긴 하지만 어울려서 예쁩니당,"진한 스카이블루는 아니고 살짝 연한데
로고 자수가 넘 예뻐요",약간 큰데 색감이 괜찮아요 옷도 시원하고 질도 괜찮고 근데 사고 나서 5천원 더 저렴하게 할인하는게 속상했습니다ㅠ,일단 키가 작은편인데 기장이 별로 안길고 색감이 이뻐요,"선물용으로 산건데 배송이 느려서 제때 못준게 아쉽네요
옷은 정말 예쁘고 여름 그 자체입니다. 추천해요","올나갔는데 모르고 텍떼버림
엄청 구겨짐 입고나갈때마다 세탁소맡겨야돼서 귀찮음",이뻐욘 제키엔 폭룡적으로 크긴하지만 잘입는중,커플로 입을려고 샀어요! 근데 상세 사이즈에 나와있는 것보다 길이가 더 긴 느낌ㅠㅠ 어깨랑 다른 핏은 다 좋은데 길이가 너무 길어서 아쉬워요. 그래서 그런지 어떻게 입어야할지 좀 애매하네요,"배송이 좀 느리긴 한데 그만큼 옷 이뻐요!
색감 잘 빠졋고 오버핏이라 체형도 잘 잡아줌"
https://www.musinsa.com/app/goods/3172564?loc=goods_rank,"
TCM online T (white)
",반소매 티셔츠,THE COLDEST MOMENT,(더콜디스트모먼트),"남
여",4.8,후기 178개 보기,,"5,693",1만 회 이상,1천 개 이상,19~23,여성,"29,484 ~ 36,000원",세일할 때 싸게 샀어요 빨았더니 프린팅이 좀 옅어졌네요,사이즈도 좋고 재질도 좋네요 앞으로 자주 착용할 것 같아요,생각한 핏은 아니였는데 이뻤어요! 넥라인에 고무줄은 별로 신경은 안 쓰였고 오히려 목이 잘 안 늘어나서 좋은 것 같아요. 프린팅도 특이해서 코디하기 좋아요🤍,더콜디스트 티셔츠 처음사보는데 촉감도 부드럽고 마음에들어요 근데 생각보다 프린팅이 선명한 검정이 아니에요,S 입었는데도 넉넉하고 소재가 조금 얇아서 소매부분에 빳빳한 느낌은 없는 편이에요! 디자인이 예쁘고 적당한 세미 크롭으로 입고 다니는 중입니다,가격 치고 면 재질이 너무 아쉬워요ㅜㅡㅜ 보풀 잘 날 것 같고 목도 금방 늘어날 것 같은 재질? 탄탄한 재질 아니고 좀 텐션감있는 그런 재질입니다.. 그리고 몸통쪽 좁은 폭에 비해 너무 기장이 길어서 핏도 뭔가 생각보다 아쉽.. 하지만 타이포 디자인이 너무 예쁘긴 해용,크게 입고 싶어서 xl샀는데 생각보다 많이 커서 건조기 한번 돌려야 될것 같네요ㅎㅎ 맘에 들어요,"오버핏인데 기장이 안길어서 너무 좋아요!
더콜디스트모먼트 반팔만 3개째 입니다!",무난하게 입기 좋았고 핏은 약간 박시해서 좋았어요 목이 엄청 짱짱해요,목에 고무줄 들어가있어서 짱짱하네여 얇아서 시원해여 정핏임 스투시 느낌 ദി ᷇ᵕ ᷆ ) 속옷도 별로 안 비쳐여
https://www.musinsa.com/app/goods/2070635?loc=goods_rank,"
[무료반품]
가먼트다이 트윌 워크셔츠 - 네이비
MATLOCK WS-LONG SLEEVE-SPORT SHIRT COTTON ARMY TWILL
",셔츠/블라우스,DOUBLE RL,(더블알엘),남,5,후기 2개 보기,#RRL워크셔츠#더블알엘워크셔츠#워크웨어#PLUS배송#플러스배송#빠른배송#빠른교환#빠른환불,49,500회 이상,50개 미만,29~33,남성,"173,048 ~ 188,300원",좋은 옷이라 그런지 만족스럽습니다 매우 좋아요 할인할때 사서 더 좋아요,없음,없음,없음,없음,없음,없음,없음,없음,없음
https://www.musinsa.com/app/goods/2540260?loc=goods_rank,"
린넨 포켓 오버핏 반팔 셔츠 [차콜]
LINEN POCKET OVER-FIT HALF SHIRTS [CHARCOAL]
",셔츠/블라우스,LEIRE,(르아르),남,4.8,후기 282개 보기,#셔츠#남방#오버핏셔츠#린넨셔츠#리넨#반팔셔츠#시티보이#반소매셔츠#린넨#린넨캠페인,"2,146",8.8천 회 이상,1.3천 개 이상,24~33,남성,"34,800원",가성비좋고 색감 좋은거 같습니다 잘 입겠습니다,"색깔도 괜찮고 만족스럽네요
오버핏이고 저처럼 마르신 분들은 반팔 길이가 길어서 얇은 팔을 보완해주면 좋을 것 같아요",전체적 핏은 괜찮습디다만.. 더 큰 사이즈가 있어야 하고요. 팔 끝이 툭 튀어나와 조금 이상하고요. 일부러 세탁을 늦게 했는데도 보풀 같이 바로 일어납니다. 좀 더 신경써주세요~,재질이 정망 좋은거같고 색감이나 옷태 등등 다 만족해요,"오버핏이라 조금 넉넉해요
무난하게 그리고 시원하게 맞춰입을수 있는 옷이예요",살짝 두꺼운 편이긴 한데 한여름에 입어도 무리 없어요!,우선 배달이 매우 빨리와서 감사합니다. 옷이 너무 이쁘네요. 빳빳한 재질 덕분에 체형보존도 좋습니다. 재구매 예정입니다.,"적당하게 오버핏이라 여름에 반팔셔츠입고싶을때 자주입고나가요
제스펙비슷하시면 m가시면 돼용",여름에 안에 흰 티 입고서 밖에 입기 좋은 거 같아요 색감도 좋고 스타일 내기 좋게 예쁘게 나온 거 같아요,"진짜 너무 예뻐서 사고나서 후회가없습니다. 캐주얼, 포멀 다 잘어울려요"
https://www.musinsa.com/app/goods/3188063?loc=goods_rank,"
XTT047 스포티 라운드 반팔 티셔츠 (WHITE)
",반소매 티셔츠,XTONZ,(엑스톤즈),"남
여",4.9,후기 472개 보기,#오버핏반팔#반소매#반팔티#로고티셔츠#축구#반팔#스포티#23SUMMER#티셔츠컬렉션,"6,993",1.6만 회 이상,2.2천 개 이상,19~28,남성,"31,200원",생각한 그대로 이쁘고 주변사람들도 다 매력적이라 그러고 너무 좋았어요,가격도 적당하고 사이즈도 딱좋아요 너무나도이뻐요,"172-70. M사이즈여유있어요.오버핏입니다.
만족합니다.","살집이 있는 편이라 박시한거 좋아하고 키가 작은데 적당한 핏으로 잘 맞아서 다행이네요
그리고 매쉬소재여서 통풍 잘되고 지금 날씨에 입기 좋고 물놀이에서도 입기 좋을 것 같습니다.
디자인은 받고 실물에 감탄했어요~~친구들이 옷 이쁘대요~","요즘 풋볼티중 가장 가성비가
좋은 제품이라고 생각합니다

소재가 얇고 시원해서 이번 여름에 많이
입고 다니고 있습니다


디자인이 이뻐서 M으로 하나 L로 하나사서
사진에서 제가 입고 있는 M은 엄마 드렸습니당


할인해서 2만원대인데도 불구하고
퀄리티가 너무 좋네요
다른 색으로도 한벌 더 구매하고 싶어집니다ㅎ","블록코어룩이 유행인데 합리적인 가격에 트렌드를 접할수 있어 좋았어요

소재가 운동복소재라 부드러우면서 달라붙지 않아 편하게 입을수 있을듯해요 그전 리뷰에 비침도 크지않다고 했는데 흰색도 비쳐 비치는게 싫다면 무조건 살구톤으로 입어야할듯해요

색감은 푸른빛이 도는 화이트컬러에요 쌩화이트라 어느색감의 하의든 다 잘어울릴듯 하지만 너무 웜베이지는 별로일수도..

예쁜 오버핏이라 반바지에 하의실종룩으로도, 5부바지에 스포티하게도, 나일론카고바지에 힙하게도 연출할수 있을듯해 만족합니다

시원해보이고 어려보인다고 잘어울린다고 칭찬받았어요

세탁을 안해봤지만 해보고 괜찮으면 블랙도 구매고려할정도로 맘에 들어요",사이즈도 적당하고 핏도 예뻐서 어디에나 매치해도 이뻐서 손이 자주 가는 애용하는 아이템입니다 ! 고민하지 말고 구매하셔요,여름에 입기 좋으 시원한재질이지만 까끌까끌한게 느껴져셔 에어리즘 안에 입고 입으면 좋을거 같습니다,진짜 엑스톤즈 고맙습니다 여름에 가볍게 입기 좋은 아이템 찾고 있었는데 마침 적당한 가격이 있어서 보니깐 엑스톤즈네요 배송은 서울 거주여서 그런지 하루만에 왔네요 의상 첫 느낌은 가볍고 완전 쨍한 순백의 하얀색이에요 디자인은 딱 튀지않고 깔끔하면서도 포인트 주기 좋아요 그리고 다른 분들도 말씀하셨지만 생각보다 두께감이 있긴해요 여름에 못입을 정도는 아니지만 확실히 일반 면티보다는 조금 두께감이 느껴지긴합니다 그래도 가격과 퀄리티 생각해보면 거저먹는다고 생각드네요 받고나서 3번정도 세탁을 했음에도 형태가 변하는건 없네요 확실히 정사이즈 보다는 크게 나왔습니다,"아주 시원한 입을수 있고..
디자인도 예뻐서..
자주 입게 되네요.."
https://www.musinsa.com/app/goods/2445720?loc=goods_rank,"
TD5-SH07 페이퍼셔츠-블랙베리
TD5-SH07_BKB
",셔츠/블라우스,THOMASMORE,(토마스모어),"남
여",4.9,"후기 1,182개 보기",#23S/S1ST#캐주얼셔츠#기본셔츠#추천,"4,799",5.9천 회 이상,2.5천 개 이상,24~33,남성,"59,700원",자연스럽게 구김이 가는 바스락거리는 소재감의 셔츠입니다. 여름에 팔걷어서 입기 좋을 거 같아요.,색상 디자인 전체 만족합니다. 디자인 디테일 배송 포장,"제질이 바삭한 면이라고 해서 구매 했습니다
예쁜 검정이고 핏이 예쁘네요

바지위에 입으니 젊어진 느낌이 좋습니다

잘 만든 옷이라고 생각합니다
단추도 조개단추 달고~

얇고 착용감도 부드럽고 시원
가격은 좀 비싸지만 값을 하네요",두께도 적당하고 지금 한 여름에는 입기 힘들거 같지만 핏도 이쁘고 색감도 너무 이쁩니다 !,"키/몸무게: 173/70


여름에도 입을 수 있는 가벼운 셔츠를 찾고 있었는데 페이퍼 셔츠는 부드럽고 찰랑거리는 맛이 있습니다. 약간 큰 감도 있지만 와이드한 팬츠랑 빼입으로 입은 괜찮은 것 같습니다. 원단이 얇기에 체형보정은 조금 적으나 색감이 너무 예뻐서 구매하게 되었습니다.",사이즈 스몰로선택했는데 미디움으로가도 이쁠것같아서 미디움도 구매하려구요 셔츠 잘뽑으신듯!,"생각보다는 밝은 검정이였고
바스락거리는 재질에 어디에나 잘 어울려서 좋아요",셔츠가 이뻐요 개인적으로는 블랙 깔맞춤이 좋아보입니다,바스락거리는 질감의 셔츠입니다. 팔이 조금 짧은것같습니다.,셔츠 톡톡한게 환상입니다. 감사합니다 : ) 내년에도 또 구매하겠습니다~
