내용링크,이름,카테고리,브랜드,브랜드_한글,성별,평점,리뷰수,태그,좋아요 수,조회수,구매수,인기 나이,인기 성별,가격,리뷰1,리뷰2,리뷰3,리뷰4,리뷰5,리뷰6,리뷰7,리뷰8,리뷰9,리뷰10
https://www.musinsa.com/app/goods/2647827?loc=goods_rank,"
서클 심볼 슬림 반팔티 화이트
",반소매 티셔츠,AWESOME STUDIO,(어썸스튜디오),여,4.8,"후기 1,016개 보기",#반팔티#반팔#크롭티#반팔크롭티#여름반팔#크롭탑#반팔크롭,"19,805",2.9만 회 이상,5.2천 개 이상,19~28,여성,"20,139 ~ 21,000원",예뻐용 고민하다가 구매했는데 잘 한거같아요 ㅋㅋ고민이 무색함...기장이 애매하다는건데 넣어입음 되니까~,편하게 입기 좋아요 얇아서 이너 없음 많이 비칠듯,일단 디자인이 너무 예뻐요!! 핏도 적당해서 너무 부담스럽지도 않고 짧지 않아서 좋아요 근데 목부분이 넉넉하진 않고 좀 딱맞아서 답답하다고 느낄 수도 있을거같아요,길이감 적당하고 부드러워요 어디에나 잘 어울립니다 여름에 편하게 입을 수 있을듯,"편하게 입기 좋아요
여기저기 무난하게 어울리고 핏도 예쁩니당
손이 자주 가는 것 같아여",티셔츠 깔끔하고 무난해서 여기저기 두루두루 잘 어울립니다! 너무 작지도 크지도 않은 정핏이에요!,어깨 넓을 편인데 어깨 좁아보임 그만큼 사이즈나 핏이 잘 나왔단 소리 ㅇㅇ 또한 일상생활에 지장 없을만란 적당한 길이감임 걍 결제버튼 ㄱㄱ,잠옷 바지랑 찍어서 좀 이상해 보이는데.. 무슨 하의랑 입든 잘 어울리고 예뻐요 다만 목이 잘 늘어나고 원단이 약간 싸구려? 같은 게 한 번 빨았는데도 옷감이 많이 상했습니다.. 한 철 입고 버릴 생각으로 입는 게 나을 것 같아요. 디자인은 심플해서 만족해요. 비침 있습니다!,재질도 부드럽고 적당한 두께에 적당한 길이에요!,너무 맘에 듭니다 !! 길지더 짧지도 않을걸 원했는데 딱 맘에 드는갈 찾아서 너무 기부니 조아용
https://www.musinsa.com/app/goods/3184170?loc=goods_rank,"
[봉태규X더니트] 하이 게이지 캐시미어 크롭 폴로 니트 5color
",니트/스웨터,THEKNITCOMPANY,(더니트컴퍼니),남,4.8,후기 84개 보기,,478,4.2천 회 이상,350개 이상,24~33,남성,"80,872 ~ 88,000원","처음 받고 좀 놀랬습니다 캐시미어 20% 함유가 이렇게 부들부들 할 줄 몰랐거든요

여름에 입기 너무 좋고 가을 까지도 괜찮아 보입니다
치수는 정사이즈 맞춰서 구매 하시면 똑기장으로 보기 좋네요","오늘 배송와서 입어봤는데..
너무 편하고 이쁘네요~~다른색상 사이즈 재입고되면 구입하려고요","네이비 구매하고 그린으로 추가 구매 했습니다.

보들하니 나쁘지 않네요",재질이 부드럽고 색상도 너무 예쁩니다. 얇아서 여름에 입기도 좋아요,깔끔하게 떨어지는 핏감이 너무 좋구요 넣입하지 않아도 좋은 기장입니다. 안에 에어리즘 하나 입고 돌아 다니기 좋네요,크롭디자인은 너무 맘에 듭니다 넣입 할필요 없이 자연스럽게 떨어지는 기장이 너무 좋구요 이너에 에어리즘 입고 다니면 좋습니다,일단 재질이 너무 좋네요! 핏 또한 너무 이뻐서 재구매해야겠어요!,미디움 샀는데 괜찮습니다. 크롭한 느낌이 맘에 들어 네이비 구매 후 그린도 추가 구매 했는데 개체 별 사이즈가 조금씩 다르네요. 추가 구매한 그린이 살짝 더 큽니다. 그점이 좀 아쉬워요,"색감은 사진보다 밝구 핏은 좋으나 팔기장이 조금 길어서 애매하네요
그외에는 시원하고 좋습니다",여름에 포멀한 자리에 딱입니다 겉으로 봐도 캐시미어 고급 스러움이 묻어나는!!
https://www.musinsa.com/app/goods/3120648?loc=goods_rank,"
프라이데이 마켓 반팔티_SPRPD26C11
",반소매 티셔츠,SPAO,(스파오),"남
여",4.8,"후기 1,495개 보기",#반팔티#반팔티셔츠#로고티셔츠#그래픽티셔츠#여름반팔티#강다니엘#그래픽,"10,298",2만 회 이상,7천 개 이상,19~28,여성,"11,085 ~ 17,910원",예쁩니다. 가격이 싼데 연청바지랑 입기 딱 좋네요,프린팅 디자인이 예뻐서 구매했어요.아이가 키가 작아서인지 길이가 좀 긴것 같아요. 그래도 디자인은 맘에 드네요.가볍게 잘 입을것 같아 좋습니다.,"귀여워요 세탁해도 잘 안들어나서 좋아요
짱 스파오 반팔 가격대비 품질도 너무좋아여","역시 가성비갑 스파오
프린팅 너무 귀엽고 여름에 포인트주기 좋아요",너무 싸게 잘샀고 디자인 맘에들어요. 원단도 부드럽고 편해서 자주 입을것 같아요,"슈퍼다닐 때 마실 나갈 때 편하게 입을 티 산건데 맘에 듭니다 프린팅도 선명하고요
세탁해보진 않았지만 .. 하도 크게 사서 좀 줄어도 클거같아요 .. ㅋㅋ",165cm 70kg기준 딱 적당한 오버핏으로 입었어요! 포인트를 줄 수있는 기본티라 데일리로도 많이 입을거같아요ㅎㅎ,그냥 입을거없으면 무냥저냥하게 싼맛에 입기좋습니당,얇은 편이고 적당한 길이에 색감 또렷한 티셔츠 입니다,인기제품이라 많이 보이길래 고민하다 구입 했는데 이쁘네요. 옷감에서 먼지가 많이 나서 바로 세탁후 건조기까지 돌렸는데 수축이나 늘어짐이 거의 없네요. 더운 여름에 잘 입으수 있을것 같습니다.
https://www.musinsa.com/app/goods/3300736?loc=goods_rank,"
[EU] Champion 러버 스크립트 로고 반팔티셔츠 CKTS3ES01WT
",반소매 티셔츠,CHAMPION,(챔피온),남,4.8,후기 283개 보기,#반팔티#티셔츠#로고티셔츠#기본티#반팔티셔츠#반소매#아울렛,"12,654",5.9만 회 이상,3천 개 이상,18,여성,"17,100 ~ 19,000원",갱장히 얇습니다 그래서 스킨색 속옷을 입어도 알 수 있슴니다 히지만 갱장히 부드럽고 디쟌이 예뿝니다 ㅎㅎ,"딸아이가 입는데 좀 얇은감은있지만 잘 입고다닙니다
시원하대요","원하는 스타일 찾아서 언능 구매했어요
쿠폰까지 써서 합리적인 가격이라 더 좋았어요",무신사에서 구입한 반바지랑 입으니 아주 멋스러워요! 벌써 몇번 세탁했는데도 새옷 같아요.,너무 더운 여름이라 얇은 반팔이 갖고 싶어서 사게 되었는데 입어보고 딱 원하던 거라서 마음에 들어요.,어떤 하의랑 매치해도 웬만하면 잘 어울려서 좋아요,"시원하고 세탁기돌려도 옷이줄지않고
목부분이탄탄해요
여름에잘입을것같아요","좀얇긴한데
재질이 갠찮아서
시원하고 좋은거같아요
가격대비 좋네요",얇고 재질도 좀 별로지만 싼마이로 입기 ㄱㅊ아요요용,해당 반팔옷은 두께감이 매우 얇아서 여름에 시원하게 입고 활동하기 좋으며 색감은 로고 색상이 너무 밝고 이뻐서 댄디룩으로 스타일을 뽐낼수있는 옷이라서 매우 만족 스럽습니다
https://www.musinsa.com/app/goods/2305852?loc=goods_rank,"
TD5-SH07 페이퍼셔츠-민트그레이
",셔츠/블라우스,THOMASMORE,(토마스모어),"남
여",4.9,"후기 1,732개 보기",#23S/S1ST#캐주얼셔츠#기본셔츠#추천,"6,171",7.1천 회 이상,3천 개 이상,24~33,남성,"59,700원",재질도 좋고 원하던 색상이라 이쁩니다 만족합니다,일단 색감 사진 그대로 입니다 거의 비슷해요 민트에 가까운 그레이!! 통뚱한 편이라 사이즈 고민 많이 했는데 키가 작아서 xs했더니 딱이네요 여성분들은 xs 추천해용 근데 좀 비싸욕,초록빛이 생각보다 강한데 그래서 더 예쁘네요 얇아서 여름에 입기도 좋아요,"토마스모어는 믿고 사는거죠
가볍고 색도 좋아요
한여름까지는 긴팔이라 덥지만
서늘한 곳에서는 체온 유지도 되고
무튼 데일리 입기 좋네요","좋아요 깔끔하니 저렴하게 샀어요
구김은 좀있는디 입기좋네요!",데일리로 입기 편하고 좋은 재질같아요. 색감도 좋아서 자주 손이 갑니다.,추천받아서 구매했는데 너무 좋아요 크게 나와서 한사이즈 다운해서 입으시는거 추천드려요,"한여름엔 좀덥겠지만 한여름제외허곤 언제든 가능해요!
그리고 색감이미쳤슴다","사진에 찍힌 색상보다 좀 더 어두운 느낌인거 같아요
잘 입겠습니다!!","얇아서 여름철에 딱 입기 좋은 소재에요!
XS 사이즈 살짝 오버핏 느낌으로 입기 딱 좋네요
평소에 입기 좋은 민트그레이 색상 추천합니다 👍"
https://www.musinsa.com/app/goods/2474939?loc=goods_rank,"
XTK031 펀칭 반팔 니트 가디건 (BLUE)
",니트/스웨터,XTONZ,(엑스톤즈),남,4.9,후기 668개 보기,#여름니트#반팔니트#반팔가디건#니트반팔#여름가디건#반팔#반팔카라티#여름니트컬렉션#서머니트,"5,056",1.8만 회 이상,1.3천 개 이상,19~28,남성,"46,200원","진짜 예뻐요ᵎᵎ 맨 살에 입어도 부드럽구
비침이 생각보다 없어서 부담스럽지 않아요","배송은 예약 발송이여서 늦게 왔어요
니트가 많이 두꺼워서 한여름에는 못입어요
봄 가을에 입어야 될것 같아요","배송은 예약 발송이여서 늦게 왔어요
니트가 많이 두꺼워서 한여름에는 못입어요
봄 가을에 입어야 될것 같아요",펀칭 니트 가디건이라 포인트로 활용하기 좋아요,여름에 포인트 주기 좋은 상품이에요~! 색감도 너무 예쁘게 표현되어서 스트릿 좋아하시는 분들에게 추천햐요 원단도 가벼워서 여름에 딱이에요,원하는 실루엣으로 연출도 가능하고 기장감도 길지 않아서 너무 좋네요 상당히 얆아서 여름에 단벌로 입어도 너무 이쁠것 같습니다,"확실히 다른 후기에도 있듯이 목뒤쪽 카라부분이 말려들어가서 계속 펴줘야하거나 아니면 그냥 신경안쓰고 입던가 해야하는데
옷자체가 너무 이쁘고 맘에들어서 저는 만족하며 입을거같아요 너무 이뻐여 사이즈도 크게나와서 오버핏좋아하는분들에게 좋은거같아여 니트라 두꺼운건 감안해도 생각보다 많이 두껍지는 않은거 같아서 괜찮아여",세일가에 잘 샀어요 두께감이 조금 있어서 한여름에 입기에는 조금 덥네요 그래도 잘 입고 있어요,핏도 진짜 예쁘고 펀칭있는 니트 사려했는데 좋은 선택이었던것 같네요 만족스럽습니다!,사이즈는 m으로 갓는데도 약간 크네요 하마터면 라지로 갈뻔 무조건 크게 나와서 사이즈 다운 추천 컬러는 블루가 젤이뻐요 1순위로 코디할때 시원해서 좋아용
https://www.musinsa.com/app/goods/3262743?loc=goods_rank,"
UNLIMITED CAT PIGMENT OVER FIT TEE [INDIGO PINK]
",반소매 티셔츠,BAJOO BIJOO,(바쥬비쥬),여,4.9,후기 69개 보기,,"3,462",1.5만 회 이상,500개 이상,19~28,여성,"25,798 ~ 31,500원",실물 색감은 좀 더 어둡고 탁한데 오히려 더 마음에 들어요 너무 예쁩니당,이런 색감 티 너무 좋아하는데 진짜 너무 맘에 들어요,색감 차분해서 좋아요 생각보다 예쁘고 잘 입을 것 같아요,어깨가 많이 오버핏이긴하네요 그래도 색감이나 디자인은 마음에 들어요,"이쁘게잘입고다녔네요~~
구멍날때까지입고다니겠어요",길이도 괜찮고 무난무난하게 포인트로 입기 좋네요! 자주 입고 있습니다,넉넉하고 활동성이 너무 좋고 색감이 사진이랑 정말 똑같아요 톤다운핑크 색감 너무 이쁘고 기장도 딱 엉덩이 덮는기장으로 좋아요,어깨깡패가 되어버렸지만 고양이 프린팅이랑 빈티지한 색감이 맘에 쏙 들어버렸네요 산책갈 때 입으려구요,"남동생 사줬는데 입어보니까 너무 예뻐서 뺏어입고싶네요
여성분들은 엠 사이즈 입으면 될거 같아요 ㅎㅎ
배송도 짱 빠르고 최고에요 !!","좀 어둡고 탁한 딸기우유색에 고양이 프린팅은 못참쥬
핏감좋고 귀여워요"
https://www.musinsa.com/app/goods/2556140?loc=goods_rank,"
컷 헤비 피그먼트 티셔츠-스톤 네이비-
cut-heavy PIGMENT tshirts(STONE NAVY)
",반소매 티셔츠,SOVERMENT,(소버먼트),남,4.9,후기 743개 보기,#오버핏반팔#반팔티#티셔츠#반팔티셔츠#오버핏#반팔#피그먼트#깡스타일리스트PICK,"3,552",1만 회 이상,3.1천 개 이상,24~33,남성,"36,600원",그레이는 너무 흔하지만 옷이 이쁜걸 어떡해요!! 그래서 네이비로 ㅎㅎ,"색은 이쁘지만 확실히 비오는날 입으면 젖었을때
많이 시선이 신경쓰입니다",옷 색깔이 직접갇아보니 생각보다 이쁘네요^^ 핏도 좋고 여름에 입기 딱입니다,"엑스라지 기준 좀 오버핏 이네요.
여름에는 무지 플러스 박스티가 진리죠",재질은 일반 반팔티보다 약간 두껍습니다만 완전 두껍진 않아요 기장도 생각보다 짧았지만 또 짧은 편은 아닙니다만 긴 편도 아니고 색감은 아주 예뻐요,피그먼트느낌이 많이나진 않지만 뒷판 절개라인이랑 다 맘에 들어요,피그먼트라서 심심하지 않아서 좋아요 오버핏으로 입기 좋아요!,색감이 블루그레이에 가깝고요. 부드럽고 탄탄해서 오래 입을 수 있을거 같아요,"일단 색감이 너무 이뻐요!
평범한 네이비 색이 아니라
워싱감이 들어간 네이비색이라 너무 맘에 들구요
두께감도 많이 두껍지 않아
생각보다 시원하게 입을 수 있었어요!
편하게 입기에 정말 강추입니다.","생각보다 원단이 생각보다 부드럽고 착용감이 좋네요!
핏도 잘 떨어집니다 강추추!!"
https://www.musinsa.com/app/goods/3245014?loc=goods_rank,"
8/10 배송 
부클 카라 하프 슬리브 가디건 니트 (CREAM WHITE)
BOUCLE COLLAR HALF SLEEVE CARDIGAN KNIT (CREAM WHITE)
",반소매 티셔츠,TRILLION,(트릴리온),"남
여",4.8,후기 193개 보기,#여름#오버핏#니트가디건#여름니트#반팔#반팔니트#반팔가디건,"2,040",1.2만 회 이상,1.2천 개 이상,19~28,남성,"29,400원",저렴한 가격에 니트 가디건 입어볼 수 있어서 좋았어요. 다만 두께가 얇아서 이너 하나는 입고 입어야 할 거 같아요. 사이즈는 실측보다 살짝 큰 느낌입니다.,그냥 저녕 가격에 딱 맞는 옷이에요 귀엽습니당! 딱 그정도,부클원단이라 이쁘고 핏도 적당히 오버해서 좋아요,얇고 부들부들하니 좋네요 L사이즈 시켰으면 더 좋을뻔했을거같네요 아무튼 잘입겠습니다.,가성비 최고에용 맨날 착용하고 있습니다. 감사합니다.,니트반팔은 처음 도전하는건대 생각보다 안덥고 깔끔해요~ 사이즈는 제가 상의가 큰편인데 엑라가면 널널하게 세미오버핏으로 나와요! 안에 아무것도 안입으면 밝은곳에서는 두 눈과 마주하게 되네요ㅎ 색감 깔끔하고 가성비 좋습니다!,반바지랑 함께 막 입기 좋은 옷입니다. 시원한 소재는 아닙니다.,니트반팔치고 가볍구요 세탁도 편하구 시원합니다,사이즈가 살짝 크긴 한데 그냥 루즈하게 잘 입고 있어요.,옷이 생각보다 두껍고 사이즈도 꽤나 오버핏으로 잘 떨어져서 좋습니다 . 약간에 비침이 있지만 괜찮아요 ! 구매 추천합니다 .
https://www.musinsa.com/app/goods/3365418?loc=goods_rank,"
MILE DEPT. GARMENTS CREW [WHITE/GREEN]
",반소매 티셔츠,THEMILE,(더마일),남,4.9,후기 23개 보기,#여름반팔티#오버핏#오버핏반팔#여름티셔츠#여자반팔티#23SUMMER#커플티,"1,775",1.7만 회 이상,750개 이상,23,남성,"22,031 ~ 26,900원",무난하게 캐주얼로 잘 입을거 같네요 배송도 빨라요!,사진 그대로고 두께감이 안이 안비칠정도로 적당합니다 사람에 따라서는 살짝 두껍다고 느낄수도 있겠네요.. 저는 좋았습니다,없음,없음,없음,없음,없음,없음,없음,없음
https://www.musinsa.com/app/goods/2377272?loc=goods_rank,"
W CLASSIC LOGO TEE navy
",반소매 티셔츠,MARITHE FRANCOIS GIRBAUD,(마리떼),여,4.9,"후기 1,492개 보기",,"6,298",7.4천 회 이상,2.5천 개 이상,19~28,여성,"43,155 ~ 45,000원",커플로 입은거 보고 예쁘길래 구매했어요! 너무 예쁘네용 💙커플로 입는게 더 예쁜것 같아요 화이트는 너무 흔해서 네이비로 했는데 잘한것 같아요 세일+쿠폰해서 저렴하게 샀는데 대만족 입니다 🥰 소재도 탄탄하고 오래 입을 수 있을 거 같아요 잘 입겠습니당 🩵🩵🩵,심플하이 커플템으로 좋은거 같아용 흰바지에 입니까 찰떡,색도 정말 예쁜 네이비에 핏이 너무 예뻐요 부해보이지 않고 살짝 슬림해보이는 효과가 있눈거같아요 배송도 빨랐고 넘 만족도 높았습니다 감사해여,사이즈도 적당하고 원단도 너무 덥지 않아서 괜찮아요,마리떼 너므에버서 다른색상으로듀 사규 싶어요ㅠ💙,S랑 M 고민 많이 했는데 에스했으면 답답했을 것 같아요 질도 좋아요,사이즈도 딱 좋고 색감도 어둡지 않고 적당하고 길이감도 좋아요.,"퀄리티도 두께감도 다 좋고
제가 네이비색 티셔츠가 없었는데
마리떼 티셔츠 구매하길 잘한거 같아요!!
만족합니다ㅎㅎ",마침 세일을 하고 있어서 세일 때 커플로 구매를 했는데 재질도 좋고 세탁해도 크게 늘어짐 없고 사이즈도 핏되어서 좋은 것 같아요,"재구매상품임ㅎㅎ
너무맘에들어서 요즘 출퇴근 교복처럼 입고다녀유:)"
https://www.musinsa.com/app/goods/2560619?loc=goods_rank,"
이비자 코스트 시트론 레트로 네츄럴 메쉬 니트 네츄럴그린
Ibiza Coast Citron Retro Natural mesh knit Natural Green
",니트/스웨터,SATUR,(세터),"남
여",4.9,후기 480개 보기,#니트#메쉬#여름#여름니트#반팔니트#라운드&브이넥니트#서머니트,"5,627",6.2천 회 이상,850개 이상,24~33,남성,"93,408 ~ 97,300원",팔이 진짜 진짜 길고 구멍 뚫려 있는 디자인이지만 크기가 작아서 좋은 것 같아요.! 한여름에는 더울 것 같고 봄이나 가을에 입어도 될 것 같아요:),오버핏하게 잘떨어져서 이쁘게 잘입고있어요 구욷,완전 한여름만 아니면 여름에도 입기 괜찮은 이쁜 제품입니다!,색감 선명하고 이뻐요! 소매가 좀 길긴한데 이 역시 멋으로 생각하고 입고있움... 실내 위주로 다닐땐 덥지도 않고 좋움!,구멍이 송송 뚤린게 아주 색시한 포인트 줄 수 있어서 좋은거 같아요,사이즈는 m사이즈 치고는 컸지만 여름에 시원하게 입기에 딱 입니다!,재질이 너무 좋고 오버핏인데 기장이 짧아서 좋네요 소매 기장은 좀 길어요!,"디자인이나 착용감, 프린팅 등 너무 예쁘고 만족스러운 제품입니다.",여자가 입기엔 팔 몸통기장 둘다 커요 근데 색깔도 오묘하고 넘예쁨,여름 여행때 세터만한게 없네요 진짜 대체 불가 합니다 !
https://www.musinsa.com/app/goods/3388839?loc=goods_rank,"
GARTER SLEEVELESS TOP WHITE
",민소매 티셔츠,SLLOW GARMENTS,(슬로우가먼츠),여,4.9,후기 19개 보기,#슬로우#가터#스트링#스트랩#투웨이#슬리브리스#나시#가터시리즈,"2,088",1.2만 회 이상,200개 이상,19~28,여성,"37,679 ~ 41,000원",배송도 빠르규 예빠요 힙하게 입을 수 있음! 추천추천,없음,없음,없음,없음,없음,없음,없음,없음,없음
https://www.musinsa.com/app/goods/2996536?loc=goods_rank,"
[무료반품]
데일리 바이오 셔츠 - 8 COLOR
",셔츠/블라우스,SUARE,(수아레),남,4.8,"후기 1,839개 보기",#캐주얼셔츠#오버핏셔츠#셔츠#긴팔셔츠#오버핏#기본셔츠#23S/S,"12,295",8.6천 회 이상,7.5천 개 이상,24~33,남성,"25,093 ~ 34,900원",색감이 예뻐요 원단감은 좀 특이한데 약간 힘 있는데 부드러운?느낌이에요 입었을때 좋아요 저한텐 팔길이가 좀 길어서 접어 입어야 할거 같아요 기장은 빼입이나 넣입 둘다 가능할 거 같아요 예쁜 셔츠 감사합니다 :),조아용 버터버터한 색깔이에여 근디 피부톤이 밝으면 더 이쁠것 같아용,바스락거리는 재질에 촉감도 부드러워서 너무 좋네요,바스락거리는 재질이고 핏 이쁘게 떨어집니다. 스판기는 없음,색이 너무 화려하지 않고 루즈핏이라 편하게 막 입기 좋습니다.,저번에 남자칭구가 갖고 싶어해서 버터색 선물로 사줬었는데 좋다고 다른 색도 살 거라더니 라이트 카키도 샀어요 ! 조하용,크게 시켰으니까 큰건 당연하지만 다른 옷 보다 크게 나온 듯 합니다. 소재가 빳빳한데 거칠진 않아서 좋구요 색감도 너무 핑크가 아니라 좋아여,의외로 파스텔 톤이라 어울리는거 같아요 웜이라 좀 꺼리는분 도전해봐요!!,색감도 좋고 감촉도 좋고 핏도 좋습니다 다른색도 구매하거싶네요,색감도 좋고 감촉도 좋고 핏도 좋습니다 다른색도 구매하거싶네요
https://www.musinsa.com/app/goods/3118910?loc=goods_rank,"
Sports Jersey Tee Gray
",반소매 티셔츠,SCULPTOR,(스컬프터),여,4.8,후기 732개 보기,#반소매#반팔티#티셔츠#그래픽티셔츠#로고티셔츠#반팔#반팔티셔츠,"30,053",3만 회 이상,3.4천 개 이상,19~23,여성,"37,955 ~ 41,300원","모지??이 옷 진짜 마음에 드는 데!! 진짜 제에게 신세계를 알려준 옷입니다. 옷이 얇아서 시원해서 운동할 때 많이 사용하고, 또 스타일도 좋으니 이건 진짜 그냥 세상에 있는 모든 사람들을 위한 옷입니다","블록코어룩이 유행하면서 하나 장만해야겠다 싶었는데 이건 펑퍼짐하지 않고 슬림하게 빠져서 말라보이고 좋아용
팔뚝 있는 편인데 m이 품절돼서 s 샀지만 그런대로 입을만 해요 예뻐서 감수 가능한",얇아서 좋아요 제 덩치가 너무 잘 보이긴 하지만 재질진짜 굳,평소에 s입는데 후기보고 m샀는데 정말 잘한 선택이였어용 특히 팔이랑 가슴 부분이 껴서 꼭 후기들 보고 사이즈선택하는걸 추천합니당 옷재질은 운동복?재질이라 시원하구 핏이 이쁘게 떨어져서 좋아용,이뻐요! 흔하지 않은 색이여서 샀어요! 얼굴이 까매서 이거 입으면 더 까매보일까봐 걱정했는데 그러진 않더라고요. 생각보다 더 핏하고 땀나면 자국이 아주 쉽게 생기더라고요.. 근데 또 빨리 없어진답니다,"얇아서 너무 시원하고
너무 핏하지도, 커서 어정쩡하지도 않고 딱 예뻐요!
유일한 단점은... 같은 옷 입은 사람을 꽤나 자주 마주친다...?
그래도 옷 너무 예쁘고 그레이는 후뚜루마뚜루 코디하기도 편해서 좋은 것 같아요",더운 여름에 막 입기 너무 좋은 시원한 소재이고 몸매가 좋아보이게 하는 착시현상을 줍니다! 그리고 s 산 거 정말 잘한 것 같아요!! 이 티는 촥 달라붙게끔 입어주는 게 이쁜 것 같습니다!,"엄청 쫀쫀해서 딱 붙는 제품인 줄 알았는데 그러기엔 저한테는 몸쪽이나 팔뚝쪽이 헐렁했어요! 저랑 체형 비슷하신 분들은 참고하시면 좋을 거 같아용 다만 너무 말라보이는 거 안 좋아하시는 분들은 고려해보세요!
그래도 스포티하게 입기엔 좋았어요",너무 이쁘구 부담스러운 크롭기장이 아니라 편하게 입기 좋아요!! 디자인도 예쁘게 잘 빠졌구 핏도 예뻐요👏👏,"소재가 스포츠 의류 느낌이어서 여름에 입기 시원하고 딱 좋아요! 얇고 부들부들한 소재입니다
사이즈는 핏되는 느낌이 강하고 색감 예쁘고 좋습니다! 퀄리티 좋아요"
https://www.musinsa.com/app/goods/1882396?loc=goods_rank,"
V.S.C TEE (OLYMPIA)_WHITE
",반소매 티셔츠,OUTSTANDING,(아웃스탠딩),"남
여",4.8,"후기 7,839개 보기",#라운드티#티셔츠#반팔티#반팔#그래픽#MDPICK#23SUMMER,"29,331",1만 회 이상,6.2천 개 이상,19~28,남성,"25,553 ~ 31,200원","여름이라 너무 더운데 오버사이즈라 펄럭거려서 좋습니다!
맨투맨 보다가 반팔도 이뻐서 샀는데 만족하고 입고 있습니다.
추천합니다.",재질 살짝 두껍고 오버핏입니다 착용감은 좋아요 편하게 입기 좋네요,괜찮은 사이즈에 편한스타일 입니다 만족 스러워요,배송 빠르게 잘 받았고 생각보다 면이 탄탄하네요,적절하게 오버핏으로 예쁘고 색감도 맘에 듭니다!,오버핏으로 나와서 어깨 넓어보이고 재질도 괜찮은 거 같습니다. 디자인도 이뻐서 자주 입고 있어요.,디자인 무난하고 예뻐서 어느 코디에나 맛도리로 입기 좋아요,싸게 잘 구매했습니다. 가격대비 두껍고 짱짱해요 다만 m사이즈가 일반 리지보다 조금 큰거 같앙ㅎ,"꼼꼼하게 포장해서 빠른배송 해주셨어요.
저렴하게 잘산것 같아오ㅡ",브랜드 가치 퀄리티 등 앞으로 기대되는 브랜드입니다
https://www.musinsa.com/app/goods/3100651?loc=goods_rank,"
[23SS clove] Logo Terry Collar T-Shirt (Light Grey)
",피케/카라 티셔츠,CLOVE,(클로브),여,4.6,후기 74개 보기,#무신사피플,598,2.9천 회 이상,300개 이상,40,여성,"57,938 ~ 78,400원","반바지랑 세트로 구매했어요!
까슬까슬한 소재의 제품인데 예민한편은 아니라 만족해요
색감도 맘에들고 핏도 너무 예쁘네요 완전 만족🫶🏻 여름에 휘뚜루마뚜루 잘 입어질거 같아여 ㅎㅎ",좀 더 박시한 핏을 원했는데 생각보다 잘 맞는 사이즈네요. 후기대로 파짐이 조금 있어서 주의 필요해요. 옷에서 식초 냄새랑 먼지가 심해서 세탁기 돌렸어용,"여름 라운딩에 잘 입었습니다. 테리소재라 땀 흡수 잘되고,
근데 처음 입늘때는 먼지(?)같은거 조금 나와요.",클로브 믿고 사요 바지랑 맞춰서 구매 했는데 여름 데일리로 잘 입을 것 같아요,여유핏이 잇어서 여행다닐때 넘 편하게 입고다닐만햇어요~ 태리소재 첨 입엇는데 촉감 나쁘지안코 다른디자인제품 또 하나 구매할까해여,클로브 중독입니다 너무 좋네요 다음에 또 살거같아여 핏이 딱 좋아요 목파임은 좀 있어서 조심하는게 조을듯,"클로브 티셔츠 구매 두번째인데
테리소재 생각보다 안덥고 예뻐요","이쁩니당~~~사진과 같습니다
편하게 입기 좋아용
치마랑 또 따로 바지랑 다 잘어울려요","타올재질이라 운동할 때 땀나도 편하네요. 앞에 카라 넥 부분이 넘 오픈스타일이라 고정장치가 있었음 좋았을 것 같애요.
저는 셀프로 수선했습니다,","작년에 나온 테리 티셔츠보다 올해 제품이 핏이 더 예뻐요.
색상도 시원해 보이는 그레이여서 지금 입기 좋아요.
그런데 소재 특성상 원단 찌꺼기가 엄청 떨어져요."
https://www.musinsa.com/app/goods/2457846?loc=goods_rank,"
[SET] CGP 심플 로고 반팔 크루넥 셋업_오트밀
",반소매 티셔츠,CODEGRAPHY,(코드그라피),"남
여",4.8,"후기 2,069개 보기",#반팔티#반팔#반바지#셋업#패키지#23SS#반소매컬렉션,"27,351",1.8만 회 이상,5.3천 개 이상,40,여성,"28,688 ~ 39,900원",사이즈는 위에는 박시하게 입으려고 M했는데 딱 좋아요 바지는 s하길잘했네요 조금 여유있지만 끈으로 조절되네요,"사이즈도 좋고 디자인도 맘에 들어요. 세트로도 괜찮고

단품으로도 괜찮네요","약간 잼민이같긴한데 산책룩으로 딱 좋아염
한 여름 대낮에 입기엔 덥고 새벽이나 밤에 입을 수 있어염","옷 너무 예뻐요
여행가서 세트로 입으니 좋네요
편합니다.","CGP 로고 포인트도 이쁘고 얇아서 입기 좋아요
스웨트 셋업 추천","두께는 조금 있는데
색감,재질,핏 다 좋아요
깔끔합니다","남자친구랑 커플로 맞췄는데, 여성분이 입기에는 좀 크긴 해요! 특히 위에티가 좀 길어서 밑단 접어서 입습니다!
귀엽긴 해요 아방핏","남자친구 입혔는데, 덩치가 큰 편인데도 불구하고 넉넉하게 잘 맞아요!!",널널해서 핏도 좋게 나오는 것 같아요 그리고 마감도 깔끔하고 재질도 부드러워서 입기 좋음!!,배송도 빨리오고 남동생이 마음에 들어합니다!! 잘입어요
